PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,CLASSE
-2.2044964938473304,-1.006844149278046,0.29281019227433686,2.2284402546205864,1.691404352738511,0.7388798284624964,0.09608400097182838,0.6783162270621681,-0.2639035780334875,0.5492199889925725,-0.5801276088844635,-0.7908471856374379,1.498662880391963,-0.38289962184279597,1.2233982178471396,1.5947118324620388,-1.8525262795409076,-0.7005449082158498,1.0792346727317788,0.4556805400464747,-0.9448970776792655,-0.43484236564483775,-1.9419556836191478,-0.8260907622580111,1.440385838701165,0.3608097715632265,0.47369748038220183,-1.443736322053834,-1.329049358127479,1.1497786699002228,-0.526078343761913,-0.6713142848749641,-0.8506006773643153,0.28752060558648673,-0.2362430739802772,-0.10476142462225586,1.1278986202808086,-0.39193417832868704,C1
-2.2613311149468203,-1.2122604580355638,0.4308612703331879,0.744802409854653,-0.13220119235316483,-0.6520932318582301,-0.2965931306953449,-0.21878389002746257,-0.03369047698626607,0.799188824618863,1.1307462065893337,0.13622831404378027,-0.6032070178676511,0.031668242233429345,-0.41765968961737243,0.3711337805756836,0.554190207585215,0.14544468664756943,-0.2917738034431569,0.18562524435739558,0.5539507002374359,-0.687134615108334,-0.7984669366665899,-0.4374361435471394,-0.4917873309892227,0.4067882156557505,-0.6907817744111554,0.932103354707214,0.2199380813302921,0.21870471580641018,1.3827766887751636,-0.0658757760107011,0.5398617989774528,-1.0632377368099912,-0.3454255524751452,1.0866727579604687,-0.048516743756926176,-0.48055915769028024,C2
-2.856910285093366,-1.6662787652147755,0.2201385969620577,0.6982453428238431,0.29672413573580064,0.22537172614793907,0.1849492111814252,0.2967612533858302,-0.3255939745647867,0.5676335958477788,0.411101769036519,0.1380106789587753,-0.32733899903077307,-0.7880031754108654,0.2225368475395328,0.3439916052377468,-0.17153804498421213,-0.3377687241434071,-0.23057247124340377,0.09727981418619383,-0.9348499506472538,-0.6318597870626489,-1.120227412424464,-0.07757996349428342,0.3488099113516181,1.1758369096726577,-1.264656557274815,-0.5225147868191975,-0.2621352192421737,0.19747389883121955,-0.36043162730359374,0.4605758721083235,-0.08454398045495026,0.28389579339076887,1.3111117525577418,-0.7684493336274542,0.24249079499684775,1.2899312057518393,DE
-0.17361781783320457,-0.06715954440128329,1.074600379637581,-0.5077264881577672,-0.3737814171223892,-0.4656102411981258,-1.1093121461303588,-0.11650041234176751,0.17159253023326415,-0.17786453942761019,-0.44587281636402787,-0.3421215559321192,0.3122821121962496,0.5984541919327812,-0.3473170332504684,-0.3194947216536987,0.1586401699621688,0.6004484748087666,-0.13386198024024376,0.40968612853138286,1.1829637422537824,1.105344170759668,-0.311243487203885,0.3724461461408488,-0.7038539483069647,-0.692964308951578,-0.1511415104502823,-0.005598179485066941,-0.3152829653248908,0.5782188550771516,-0.04293312260968067,-0.3552509757293878,0.525708019719107,0.3338385892047173,-0.2914105311088109,0.5343027429883982,0.30229265430209973,-0.22038517270784583,B2
-0.8470431524535589,-0.26457169264401403,-0.5458717177981642,0.10952382126346301,-0.2568168486165199,-0.5561837131978278,-1.2144599557537024,-0.5465726283721173,0.2210007327260027,-0.1857160328437675,-0.03593928541052875,-0.6680559605279883,-0.4789821625950125,0.32436924044209103,-0.5792501785351224,-0.08155262365408057,0.5091566440929765,0.53982850096277,0.12085548879668835,0.1862164236816111,1.1173796162739638,-0.30737526735129567,0.5172866476794529,0.3732232770928018,0.0798034762558738,-0.9505260116279893,-0.10415115212818409,-0.25550323934311414,-1.3042517475830737,0.27933953724380584,-0.0989816782509112,-0.2232100235294244,-0.36590973161758117,0.22113703237638996,0.17446094839175444,0.06470095546895278,-0.20329296293565666,0.6882077976896521,C1
-3.3015105211362954,-1.1334538296815961,0.37700636768455625,-0.23437896565473357,0.10865739614527689,-0.2024446966826446,-0.3774638815971325,0.16986389881757302,0.1169282593443834,-0.0689727926056166,0.1052383946451459,0.09718218260493287,-0.03868426986534975,0.458840049721719,0.027263784742627223,0.38111856191248783,0.08965040233811364,0.20895119372913398,-0.38114825973836036,0.028329947763810853,0.16481516713163488,-0.3830569226447697,0.1578857439865247,0.5995956446515429,-0.1757925220793579,-0.41206438889431535,-0.20854256563233356,-0.6122769198105658,-0.5371325454792081,-0.13199651686542488,-0.08621350197464085,0.15318316300355808,0.2951544514161405,-0.42002538344726975,-0.2901155596354655,-0.1198567982351067,-0.05023165383163533,-0.3446604204865292,DE
-1.8762246772492628,-0.8872863032452383,-0.967642544207398,0.5832078546525057,-0.8021174162088048,-0.37493960201968207,-0.21925588362068496,-0.5254009130595161,1.4701267709546302,-0.28515694515243795,-0.4186271262592594,0.2844491445486168,-0.32400149044266535,1.0836674489489366,0.0023678266968667266,-1.1189242628327785,0.5233033033503317,0.32039068375372154,-0.03659355687029789,0.4229945299066776,0.6096216806174052,0.197687985315907,0.2064038822686592,0.05669898095512372,-0.16078278588330688,-0.22721913565078378,0.5855538309727357,-0.11778495353258132,-0.9409959003979912,0.3278960609411421,-1.1521792824998784,-0.6274958879980024,-0.10750493487573354,-0.0628202891465489,-0.3822726572906734,0.22143972345566518,-0.3327147514759932,1.2874036994651503,DE
0.4310189195254404,-0.29960545641827563,0.7210194370398612,0.4374333632200609,-0.8682181878979846,-1.6457627054123467,-1.2468659923492438,-0.4086968662995552,-0.5682718028496362,-0.8926794014042753,0.0013573031244281056,-0.44339693820619014,-0.4796981264569062,-0.6385325153521999,-0.41432550375418153,0.9254993114966749,0.047325618038814424,-1.2217352772938375,0.7040674383948696,0.4014417746136801,2.046932347672242,-1.303505803374563,-0.5440347688527858,0.5227661794259562,0.8035369738215323,0.8911231208601738,-0.5237615506369246,0.06132831662989315,0.07356734305968304,-0.6672325671211552,0.33523630255877096,0.382574193555037,0.5460585930013315,-1.5108614679144128,1.3282168199760083,-1.1320608681776023,-0.2772260974951578,1.2427634174856879,C1
1.4345870741064488,0.11177988624611478,0.6700359391267317,3.447772667633585,-0.9264359796250738,-0.9330080269697812,0.07309411102063267,-0.7722243891309347,-0.3496201301645901,0.3732314353093962,0.9131668805916511,-1.1053405010319441,-0.8811769222339781,1.4762426814595377,-0.06873092811166542,1.2368601215618749,1.8230463158055825,0.20463818432744685,-0.21856640482077622,0.5701884261813698,-0.04140186192768029,-1.7861876442670364,-1.3028602297074854,-0.810738916906979,-0.4179040540023661,-0.24308501522010564,-0.15315904543967251,0.2133781620557854,0.12330050429639688,-0.22967574438067825,-0.5123588342618591,-0.3082446500759275,0.16978800056867097,0.001962413821152703,0.25636578198861243,1.9050893349497977,-1.6605826877979437,-1.1242547823302718,C2
0.6204905822803911,0.5846115380041869,-0.5710075431103553,0.5700732017547169,-0.588350914392503,-0.6437908020383207,0.7672118025691711,0.5035913027205491,0.21943911309537603,-0.5901324802183738,1.0554027325793789,0.575492300489232,0.7717545689152727,0.33462875482976484,-0.11123310851516857,0.17938723753659525,0.7415603375583983,-0.5716577761610938,-0.37615815125240865,0.8378575728527414,0.4945471356733883,-0.42023793337548354,-0.9800582986035707,-0.2551589154517362,0.5955382869083802,0.18440194117132525,0.9886042726063333,1.1368747322409358,1.0120192221806552,-0.23566283904705798,0.43667800938845175,-0.463871873521384,0.15893967809255716,0.08421397315299763,0.12648066354907583,0.5243725992801922,0.10087024761997886,-1.4545341615088583,B2
-0.4317748965477211,-0.108138816024126,0.6849787426260903,0.8804119765364385,-0.09235703255759244,-1.0434199389168988,-1.2266907951499841,-0.24851228991898114,-1.0021958772969564,0.0822263370412533,0.02372562719314542,-1.5484776431118006,-0.5614903270796039,0.007160712319959628,0.4474259885726632,1.5538660153024375,0.36691396871039245,-0.47152494676638224,0.48565380033877936,0.14672518013525285,0.2655530279370124,-0.389805910123003,-0.46754278686431333,0.05973303705430021,-0.08601871214070596,-0.42684050381026756,-0.7292502218533704,-0.5302998839598736,0.6458918991285142,-0.17991343998876844,-0.330142265089161,0.2777478204173977,0.15169031083731432,0.26698470710876704,0.2661715354172274,0.23371759332304287,0.033958739870490945,-0.18368073218255038,C1
-4.2632137812978295,-1.9686984360722362,0.5315127524824841,-0.5290863668635215,0.5893872379143622,-0.5113174179600164,-1.0504341577510958,0.5335673808596532,-0.47092418864410035,-0.23221474625792987,0.3053069375041119,-0.44403839198598793,-1.0566353999739821,-0.7750648900200046,0.48257589392726097,-0.09438000257460441,-0.48198171506550264,0.4688092224137305,-0.14421001984780024,0.03267028721515533,-0.06878974908838052,0.35952285150020447,-0.6089699676781466,-0.09892318878160276,0.08569466523567763,0.6084466462680936,-0.5428212099366024,0.30587860243451315,-0.28099407219808137,0.2902207859051927,0.27959130302745944,0.15691304272758988,-0.17177527443972648,-0.3115607445797178,-0.5080841958410311,0.10527462573470257,0.4245821779097347,0.12578924169736544,DE
-2.600052343437834,-1.0492978612646866,1.2062798175233012,-0.6564577822734485,0.03080649805806771,-0.12197968698924272,-0.0944914346810926,0.19258600193658107,0.0730173936090245,0.040729145813456324,-0.08669779082777661,-0.3638193475839302,0.15655943876485887,-0.014713729527580493,-0.25299829080023883,-0.33848391174794745,0.04448963186247336,0.19680317811250406,-0.05125459292121866,-0.4098702468578273,0.5842475728927538,-0.061330892406552207,0.5229658578790943,0.6185191559556028,-0.1323729700006244,-0.41307888041747626,-0.17699162240435318,-0.20660787959221727,-0.003972053033591071,-0.28476036215390166,-0.16856871549326843,-0.24115284435750053,0.657227591496681,-0.18785729563139614,-0.025251085267318497,-0.3964788617739266,0.09530795645843346,-0.28125631866458356,C2
0.4009000623400388,1.1931323843028034,-0.6651352224691525,-0.06516006275127503,-0.1541926340837182,-0.07023428873024892,-0.9565009204851564,-1.0381638405503528,0.8757795613173661,1.5109046961122226,-1.2876885610552722,1.6157467075161198,-0.6291355817539686,-1.8153155459014834,0.49376108763365967,-1.2944351106857805,-0.1898592002273772,0.24234721720885302,-0.3062091025475032,0.07063205802974654,-1.1581627003049055,-1.5404444939848874,1.9545126800120876,0.45503111387190287,1.5189983027559493,-0.4676541045140375,0.8890592432757618,0.3941688752845599,1.3803155546622992,0.821175431950421,-0.2932053372205334,-1.007664976757994,0.6038231535681928,-0.508752584963797,0.12942694218153994,0.6755750307030944,1.323037285099176,-1.1784016410948708,C1
1.7037903883415837,0.4204696770351821,2.4481882921555114,2.139267222880348,-0.33953528096713387,0.11673378051956636,2.4329115154108023,0.10503277077177411,-1.3509478510878408,-0.43440203619753204,-0.6666295109888657,-0.5423736876886224,-0.2775609872771957,-3.3449940673499095,2.0553744407895422,-0.7849676072795221,-0.33533523352117633,-0.19922901234908255,-0.3091232048550233,-0.3808536885372796,-0.22274470883007425,-0.8701266892675636,2.5566158535738803,-0.3922267620714414,-0.21598615551784395,0.5483275158800635,2.034450956232619,0.9603997167865238,1.754138149170507,-1.4588466881423239,-0.06253055905492493,-0.6709017186585768,-0.3574270166941188,-0.5142991398871872,-1.951255487057608,0.5023473013942411,-0.35325608155195454,0.2984932217587948,C2
-4.340295382744866,-1.3926309380571864,-0.30083507216069,-0.06458152277623723,0.4724382666029592,0.37231237431856684,-0.5225340912380118,0.004113293471163053,-1.2641052992339934,0.479386988942779,0.25747838926344163,-0.1820850368236821,-1.0386562399399342,-0.5483180960052744,0.8349070423951795,0.5228997234529588,-0.3485801334584674,0.08273469103068873,-0.14983280327554216,-0.029935603308748972,-0.8602507423698795,0.25156653776983723,-1.1997436980225182,-0.8813677048048224,0.23513709880531233,0.8585409809349059,-0.3423063623841244,0.1942447878212708,0.1901443261918054,0.6325495644579067,-0.5855154273019505,0.4702084399312693,-0.23878730900539547,1.0027451092664126,-0.19736844018979863,0.4127995016993584,0.06534986009374842,0.5324301848685915,DE
-0.4113572905186887,-0.4853116201780465,1.8985488465029372,-1.6544331316927314,0.6477358998574069,0.7946466418331392,0.7119359208863176,1.3839051475533124,-0.6005699078516725,-0.8136199114989573,-0.2463668915666462,0.5181106906149481,-0.08762068609939108,-0.5736696706662693,-0.4411455483896324,0.4390740320696257,-1.2314739438119704,1.0438608352288732,0.6932367283268596,1.2164520686433218,-1.4864036997216628,-0.45089447523076664,0.5232473455454223,1.637151314969119,0.137397812691365,-0.11720723889659697,2.4211958554059048,2.2232433870860326,0.7243210418289556,0.5267460645180595,0.33925849295868515,-0.08812830736247992,0.7005698867410367,0.3457081481445306,0.3649240162931279,-0.6620981300075297,-0.6291177992775192,0.8341744711295122,C2
-2.0299467594025953,0.5054528843165899,0.47432471166435136,-0.25291266234396836,-0.22315635732271338,-0.21660048487295647,-0.33538690027541246,-0.5367662692578358,0.016992042162993094,-0.18689583287682415,0.15991179984964632,-0.3035938877939089,0.15082768782818715,0.46979645349070354,-0.3668862130940094,0.32281415081537196,0.2830132522515625,-0.05197653157145155,-0.3094322494725286,-0.0032702038871975665,0.7501179548188044,-0.8323599110608367,0.9378230948556197,0.6267209321774623,-0.2831319456930213,-0.6963429638478097,-0.15097091304652982,-0.27370616025878314,-0.8312771678733318,-0.04898967023787198,0.3374431554919503,-0.4406950087859124,0.36299649392905375,-0.3047730936102203,0.17688345162085703,-0.19447482142881892,-0.34441406703036154,-0.58088107630896,C2
-4.523852723901665,-1.9168423923648794,-0.43459419384401665,-0.6720619087780743,0.5298590427389932,-0.3960126578510287,-0.7946200146191352,0.6916290454802916,-0.5212994553258318,-0.31085718727636247,0.1561579411378385,0.05523615265759889,-0.8304220526566722,-0.9441185427128895,0.7985930329646868,-0.23900078820286014,-0.5940622277348929,0.2530218853326112,-0.015661457133793813,0.3400855718321739,-0.39628901688303314,0.7247553899678605,-0.8129962319881985,-0.3898644851255845,0.2671380546610759,0.561152210362451,-0.269614051899895,0.4397216541935722,0.17358286435762915,0.3613634968568727,0.07603236742963788,0.1912775084056358,-0.13291620632689757,-0.24484894884511654,-0.33300252325916135,0.18827755693197298,0.5140715116217549,0.2876653316782767,DE
-3.804302912469492,-0.8791393561284006,-0.15751441208973466,-0.6395874383064629,0.5150045675562208,-0.13371558121028398,-0.02572926661448475,0.4866320961043984,-0.10220471972212836,0.6708906217898971,0.2518107350008336,1.6438836860961812,-0.04829484887380876,-0.1311771232548592,1.9882651793148807,0.6031038505365413,-0.0690297048270492,1.053991739619309,-0.19141998517001763,0.08755892014176384,-0.843248670737502,-0.12192596719764293,-0.38449375291927806,0.05590581057385319,-0.7178966055837654,-0.43910342165349836,-1.1334135866134951,-0.07578871414731989,-0.4737919527670717,0.7796562230624826,0.46542613478173045,0.5001097623429701,0.7106736297544947,-1.360506870212105,0.7074426136051759,-0.3831828200174166,1.0369042373708255,0.5151569311282802,DE
